accepted_name,early_interval,late_interval,collection_no,environment,formation,lat,lng,max_ma,min_ma
Pseudogastrioceras abichianum,Changhsingian,,132468,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Pseudogastrioceras abichianum,Changhsingian,,132469,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Stacheoceras tschernyschewi,Changhsingian,,132469,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Abichites stoyanowi,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Abichites abichi,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Kashmirites nivalis,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Alibashites mojsisovicsi,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Paratirolites kittli,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Paratirolites kittli,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Paratirolites kittli,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Stoyanowites dieneri,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Judicarites euryomphalus,Changhsingian,,132470,marine indet.,Ali Bashi,38.98,45.52,254.14,251.902
Claraia clarai,Griesbachian,,132471,marine indet.,Elikah,38.98,45.52,251.902,250.5
Gymnites tozeri,Bithynian,,132700,offshore indet.,Prida,40.490002,-118.125,244.99,244.24
Intornites mctaggarti,Bithynian,,132700,offshore indet.,Prida,40.490002,-118.125,244.99,244.24
Platycuccoceras bonaevistae,Bithynian,,132700,offshore indet.,Prida,40.490002,-118.125,244.99,244.24
Athyris,Changhsingian,Griesbachian,50045,,Khunamuh,34.0,75.0,254.14,250.5
Costiferina,Changhsingian,Griesbachian,50045,,Khunamuh,34.0,75.0,254.14,250.5
Spirigerella media,Changhsingian,,132760,carbonate indet.,Chhidru,32.450001,71.949997,254.14,251.902
Cleiothyridina capillata,Changhsingian,,132761,carbonate indet.,Chhidru,32.974998,71.559998,254.14,251.902
Cleiothyridina capillata,Changhsingian,,132762,carbonate indet.,Chhidru,32.450001,71.949997,254.14,251.902
Spirigerellina pygmaea,Spathian,,132763,marine indet.,,44.360001,51.404999,248.1,246.7
Tetractinella trigonella,Anisian,,132765,marine indet.,,44.130001,40.310001,246.7,241.464
Qilianoconcha curvifrons,Anisian,,103585,marine indet.,Junzihe,37.299999,99.099998,246.7,241.464
Qilianoconcha curvifrons,Anisian,,103629,marine indet.,Junzihe,37.369999,98.839996,246.7,241.464
Qilianoconcha curvifrons,Anisian,,133071,marine indet.,Junzihe,37.044998,99.745003,246.7,241.464
Norella refractifrons,Anisian,,133072,marine indet.,Junzihe,38.150002,99.099998,246.7,241.464
Qilianoconcha curvifrons,Anisian,,133073,marine indet.,Naocangjiangou,36.200001,96.400002,246.7,241.464
Paracrurithyris pigmaea,Changhsingian,,121636,deep-water indet.,Dalong,32.150002,119.099998,254.14,251.902
Fusichonetes soochowensis,Changhsingian,,51430,offshore indet.,Dalong,24.85,116.900002,254.14,251.902
Keyserlingina guizhouensis,Changhsingian,,51430,offshore indet.,Dalong,24.85,116.900002,254.14,251.902
Pseudotirolites asiaticus,Changhsingian,,96803,shallow subtidal indet.,Changxing,25.1,113.75,254.14,251.902
Liuchengoceras melnikovi,Changhsingian,,133280,marine indet.,Lyudyanza,43.5,132.100006,254.14,251.902
Callispirina manangensis,Changhsingian,,120513,marine indet.,Senja,28.68,84.050003,254.14,251.902
Albanites arbanus,Spathian,,97000,marine indet.,Han-Bulog,42.023998,19.8055,248.1,246.7
Scythentolium kokeni,Smithian,,133695,carbonate indet.,Mianwali,32.658001,71.796997,249.9,248.1
Scythentolium kokeni,Smithian,,133696,carbonate indet.,Mianwali,32.658001,71.796997,249.9,248.1
Leptochondria virgalensis,Smithian,Spathian,133697,carbonate indet.,Mianwali,32.658001,71.796997,249.9,246.7
Scythentolium kokeni,Smithian,Spathian,133697,carbonate indet.,Mianwali,32.658001,71.796997,249.9,246.7
Scythentolium kokeni,Smithian,Spathian,133698,carbonate indet.,Mianwali,32.658001,71.796997,249.9,246.7
Bakevellia,Smithian,Spathian,133699,carbonate indet.,Mianwali,32.658001,71.796997,249.9,246.7
Dimorphoconcha globosa,Spathian,,133700,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133701,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Bakevellia,Spathian,,133701,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Scythentolium kokeni,Spathian,,133701,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Dimorphoconcha globosa,Spathian,,133701,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Astartella,Spathian,,133701,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133702,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Leptochondria viezzenensis,Spathian,,133702,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Pseudocorbula,Spathian,,133702,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Pinna muikadanensis,Spathian,,133703,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Eobuchia punjabiensis,Spathian,,133703,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Leptochondria viezzenensis,Spathian,,133703,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Scythentolium kokeni,Spathian,,133703,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133704,carbonate indet.,Mianwali,32.658001,71.796997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133705,marine indet.,Mianwali,32.965,71.220001,248.1,246.7
Leptochondria curtocardinalis,Spathian,,133705,marine indet.,Mianwali,32.965,71.220001,248.1,246.7
Scythentolium kokeni,Spathian,,133705,marine indet.,Mianwali,32.965,71.220001,248.1,246.7
Permophorus costatus,Spathian,,133705,marine indet.,Mianwali,32.965,71.220001,248.1,246.7
Leptochondria virgalensis,Smithian,,133706,carbonate indet.,Mianwali,32.959999,71.199997,249.9,248.1
Scythentolium kokeni,Spathian,,133707,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133708,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Eobuchia punjabiensis,Spathian,,133708,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Leptochondria viezzenensis,Spathian,,133708,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Scythentolium kokeni,Spathian,,133708,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133709,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Leptochondria viezzenensis,Spathian,,133709,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Scythentolium kokeni,Spathian,,133709,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Palaeoneilo fortistriata,Spathian,,133710,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Permophorus costatus,Spathian,,133710,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Eobuchia,Spathian,,133711,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Leptochondria xijinwulanensis,Spathian,,133711,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Scythentolium kokeni,Spathian,,133711,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Plagiostoma,Spathian,,133711,carbonate indet.,Mianwali,32.959999,71.199997,248.1,246.7
Proptychites lawrencianus,Dienerian,,134165,marine indet.,Lower Ceratite Limestone,32.654999,71.794998,250.5,249.9
Attenuatella mepailensis,Changhsingian,,134258,marine indet.,Mara,-21.745001,165.690002,254.14,251.902
Maitaia trechmanni,Changhsingian,,134258,marine indet.,Mara,-21.745001,165.690002,254.14,251.902
Trabeculatia trabeculum,Changhsingian,,134258,marine indet.,Mara,-21.745001,165.690002,254.14,251.902
Bicarinella,Changhsingian,,134258,marine indet.,Mara,-21.745001,165.690002,254.14,251.902
Wairakirhynchia etaliana,Anisian,,134434,marine indet.,,-41.451561,173.06221,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,134434,marine indet.,,-41.451561,173.06221,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134434,marine indet.,,-41.451561,173.06221,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134435,marine indet.,,-41.451561,173.06221,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,134435,marine indet.,,-41.451561,173.06221,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134435,marine indet.,,-41.451561,173.06221,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134436,marine indet.,,-41.451561,173.06221,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,134436,marine indet.,,-41.451561,173.06221,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134436,marine indet.,,-41.451561,173.06221,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134437,marine indet.,,-41.451561,173.0634,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134437,marine indet.,,-41.451561,173.0634,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,134437,marine indet.,,-41.451561,173.0634,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134438,marine indet.,,-41.45607,173.040665,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134439,marine indet.,,-41.450661,173.0634,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,134439,marine indet.,,-41.450661,173.0634,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134440,marine indet.,,-41.451561,173.06221,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134482,marine indet.,,-41.45174,173.062607,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134482,marine indet.,,-41.45174,173.062607,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134484,marine indet.,,-41.45924,173.056213,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134485,marine indet.,,-41.460991,173.048599,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134488,marine indet.,,-41.450298,173.047256,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134489,marine indet.,,-41.449299,173.060364,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134490,marine indet.,,-41.450932,173.061493,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134494,marine indet.,,-41.462559,173.054108,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134620,marine indet.,,-44.87912,168.097748,246.7,241.464
Aorhynchia,Anisian,,134621,marine indet.,Snowdon,-45.127941,168.042816,246.7,241.464
Aorhynchia,Anisian,,134622,marine indet.,Snowdon,-45.391491,168.071365,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,44455,marine indet.,,-45.564919,168.079636,246.7,241.464
Wairakirhynchia etaliana,Anisian,,44455,marine indet.,,-45.564919,168.079636,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,134626,marine indet.,,-45.564999,168.080002,246.7,241.464
Wairakirhynchia etaliana,Anisian,,44457,marine indet.,,-45.832218,168.027008,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,44457,marine indet.,,-45.832218,168.027008,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134627,marine indet.,,-45.762791,168.026596,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134778,marine indet.,,-45.74831,168.025269,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134780,marine indet.,,-45.845139,168.012985,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134781,marine indet.,,-45.793041,167.975006,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134782,marine indet.,,-45.798988,168.029892,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134783,marine indet.,,-45.84549,168.000061,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134787,marine indet.,,-45.699162,167.981384,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134788,marine indet.,,-45.699951,167.980164,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134791,marine indet.,,-45.749828,168.024033,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134818,marine indet.,,-45.820629,168.025513,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134819,marine indet.,,-45.847801,167.9991,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134820,marine indet.,,-45.826199,168.019287,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134821,marine indet.,,-45.826199,168.019287,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134825,marine indet.,,-45.75655,168.02832,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134826,marine indet.,,-45.75655,168.02832,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134843,marine indet.,,-45.697731,167.975021,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,134845,marine indet.,,-45.749008,168.024094,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,134846,marine indet.,,-45.749828,168.024033,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134846,marine indet.,,-45.749828,168.024033,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,134848,marine indet.,,-45.70002,167.982513,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134849,marine indet.,,-45.701698,167.983582,246.7,241.464
Aparimarhynchia takitimuensis,Anisian,,134850,marine indet.,,-45.707741,167.992584,246.7,241.464
Aorhynchia abyssensis,Anisian,,134850,marine indet.,,-45.707741,167.992584,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134851,marine indet.,,-45.685829,167.949356,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134869,marine indet.,,-45.908291,167.929993,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134877,marine indet.,,-45.90543,167.926376,246.7,241.464
Aorhynchia abyssensis,Anisian,,134877,marine indet.,,-45.90543,167.926376,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134878,marine indet.,,-45.90543,167.926376,246.7,241.464
Aorhynchia abyssensis,Anisian,,134879,marine indet.,,-45.90543,167.926376,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134879,marine indet.,,-45.90543,167.926376,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134882,marine indet.,,-45.900661,167.979263,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134888,marine indet.,,-45.876389,167.992584,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134893,marine indet.,,-45.902382,167.981522,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134894,marine indet.,,-45.902382,167.981522,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134895,marine indet.,,-45.902382,167.981522,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134897,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134899,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia abyssensis,Anisian,,134900,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134901,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134902,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134903,marine indet.,,-45.904751,167.951904,246.7,241.464
Aorhynchia abyssensis,Anisian,,134905,marine indet.,,-45.90699,167.944702,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134911,marine indet.,,-45.902851,167.943787,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134912,marine indet.,,-45.889568,167.992935,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,44483,marine indet.,,-45.89119,167.993484,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,44483,marine indet.,,-45.89119,167.993484,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,44483,marine indet.,,-45.89119,167.993484,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134913,marine indet.,,-45.89119,167.993484,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134913,marine indet.,,-45.89119,167.993484,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134914,marine indet.,,-45.8964,167.987793,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134915,marine indet.,,-45.907181,167.950577,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134916,marine indet.,,-45.904789,167.953094,246.7,241.464
Aorhynchia ohaiensis,Anisian,,134917,marine indet.,,-45.90572,167.956558,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134918,marine indet.,,-45.874001,167.995087,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134919,marine indet.,,-45.883999,167.999176,246.7,241.464
Wairakirhynchia morleyensis,Anisian,,134920,marine indet.,,-45.881248,167.989929,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134926,marine indet.,,-45.715691,168.237823,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134927,marine indet.,,-45.725449,168.256332,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,134928,marine indet.,,-45.741169,168.288498,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134964,marine indet.,,-45.715961,168.242233,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134965,marine indet.,,-45.72559,168.262817,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134968,marine indet.,,-45.72229,168.247742,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134969,marine indet.,,-45.72229,168.247742,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134970,marine indet.,,-45.727959,168.259155,246.7,241.464
Maorirhynchia nelsonensis,Anisian,,134970,marine indet.,,-45.727959,168.259155,246.7,241.464
Wairakirhynchia etaliana,Anisian,,134995,marine indet.,,-45.84251,168.384338,246.7,241.464
Wairakirhynchia etaliana,Anisian,,60990,submarine fan,,-45.84251,168.384338,246.7,241.464
Wairakirhynchia susvallensis,Anisian,,60990,submarine fan,,-45.84251,168.384338,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135110,marine indet.,,-45.971691,168.552307,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,135119,marine indet.,,-45.938068,168.544067,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135140,marine indet.,,-46.115479,169.006393,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135194,marine indet.,,-46.033829,168.789352,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135195,marine indet.,,-46.033829,168.789352,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135196,marine indet.,,-46.034649,168.789322,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135197,marine indet.,,-46.034649,168.789322,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,135198,marine indet.,,-45.96999,168.634384,246.7,241.464
Maorirhynchia,Anisian,,135198,marine indet.,,-45.96999,168.634384,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135235,marine indet.,,-46.148411,169.15831,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135238,marine indet.,,-46.165901,169.224487,246.7,241.464
Wairakirhynchia etaliana,Anisian,,135259,marine indet.,,-46.29454,169.552628,246.7,241.464
Aparimarhynchia dunrobinensis,Anisian,,135304,marine indet.,,-46.37822,169.783981,246.7,241.464
Pseudospiriferina multicostata,Illyrian,,135667,carbonate indet.,Guanling,25.530001,104.894997,243.33,241.464
Pseudospiriferina pinguis,Illyrian,,135667,carbonate indet.,Guanling,25.530001,104.894997,243.33,241.464
Punctospirella fragilis,Illyrian,,135667,carbonate indet.,Guanling,25.530001,104.894997,243.33,241.464
Lingula olenekensis,Illyrian,,97063,marine indet.,,72.949997,120.449997,243.33,241.464
Lingula olenekensis,Illyrian,,135736,marine indet.,,72.949997,121.5,243.33,241.464
Lingula olenekensis,Illyrian,,135737,marine indet.,,72.949997,121.699997,243.33,241.464
Lingularia polaris,Illyrian,,135833,marine indet.,,72.900002,119.900002,243.33,241.464
Bronzoria sibirica,Spathian,,135836,marine indet.,,72.599998,124.25,248.1,246.7
Plagiostoma aurita,Spathian,,135836,marine indet.,,72.599998,124.25,248.1,246.7
Bronzoria taskrestensis,Aegean,,107034,marine indet.,,72.900002,119.900002,246.7,244.99
Bronzoria taskrestensis,Aegean,,107127,marine indet.,,72.949997,120.449997,246.7,244.99
Bronzoria taskrestensis,Aegean,Bithynian,135837,marine indet.,,72.949997,121.699997,246.7,244.24
Bronzoria taskrestensis,Aegean,Bithynian,135838,marine indet.,,70.290001,128.050003,246.7,244.24
Lepismatina lenaensis,Aegean,Pelsonian,135846,marine indet.,,72.900002,119.900002,246.7,243.33
Lepismatina lenaensis,Aegean,Bithynian,135837,marine indet.,,72.949997,121.699997,246.7,244.24
Lepismatina lenaensis,Aegean,Bithynian,135848,marine indet.,,70.900002,128.350006,246.7,244.24
Lepismatina lenaensis,Aegean,Pelsonian,135849,marine indet.,,71.800003,127.57,246.7,243.33
Nuculoma tsvetkoviensis,Illyrian,,135851,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Nuculoma tsvetkoviensis,Illyrian,,135852,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Palaeonucula prisca,Spathian,,135854,marine indet.,,71.449997,127.300003,248.1,246.7
Palaeonucula prisca,Spathian,,135856,marine indet.,Ysmanakh,72.845001,120.982002,248.1,246.7
Palaeonucula prisca,Spathian,,135857,marine indet.,Ysmanakh,72.845001,120.982002,248.1,246.7
Palaeonucula prisca,Spathian,,135858,marine indet.,,72.800003,120.730003,248.1,246.7
Palaeonucula prisca,Spathian,,135859,marine indet.,,70.290001,128.050003,248.1,246.7
Palaeonucula prisca,Spathian,,135860,marine indet.,,70.290001,128.050003,248.1,246.7
Palaeonucula prisca,Spathian,,135861,marine indet.,,70.290001,128.050003,248.1,246.7
Palaeoneilo elliptica,Spathian,,107049,marine indet.,,72.845001,120.982002,248.1,246.7
Decurtella decurtata,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Decurtella decurtata,Anisian,,135866,carbonate indet.,,45.700001,11.216667,246.7,241.464
Decurtella decurtata,Anisian,,135867,carbonate indet.,Muschelkalk,48.814999,17.049999,246.7,241.464
Decurtella decurtata,Anisian,,135868,carbonate indet.,,46.654999,11.925,246.7,241.464
Decurtella decurtata,Anisian,,135869,carbonate indet.,,46.654999,11.925,246.7,241.464
Volirhynchia vivida,Anisian,,135870,carbonate indet.,,46.57,11.935,246.7,241.464
Volirhynchia vivida,Anisian,,135871,carbonate indet.,,47.400002,11.45,246.7,241.464
Volirhynchia vivida,Anisian,,135872,carbonate indet.,,44.310001,15.575,246.7,241.464
Volirhynchia vivida,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Volirhynchia tommasi,Pelsonian,,128187,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Caucasorhynchia altaplecta,Pelsonian,,128188,carbonate indet.,Felsõörs,46.889999,17.629999,244.24,243.33
Caucasorhynchia altaplecta,Pelsonian,,128189,carbonate indet.,Recoaro,47.014999,17.934999,244.24,243.33
Decurtella decurtata,Anisian,,135871,carbonate indet.,,47.400002,11.45,246.7,241.464
Decurtella decurtata,Anisian,,135873,carbonate indet.,,47.470001,10.7,246.7,241.464
Decurtella decurtata,Anisian,,135874,carbonate indet.,,47.474998,10.71,246.7,241.464
Decurtella decurtata,Anisian,,135875,carbonate indet.,,47.044998,9.735,246.7,241.464
Decurtella decurtata,Anisian,,128183,carbonate indet.,,45.950001,9.44,246.7,241.464
Decurtella decurtata,Anisian,,135877,carbonate indet.,,45.93,9.34,246.7,241.464
Decurtella decurtata,Anisian,,135878,carbonate indet.,,45.709999,10.22,246.7,241.464
Volirhynchia vivida,Anisian,,135868,carbonate indet.,,46.654999,11.925,246.7,241.464
Volirhynchia vivida,Anisian,,135869,carbonate indet.,,46.654999,11.925,246.7,241.464
Decurtella decurtata,Anisian,,135879,carbonate indet.,,46.654999,11.925,246.7,241.464
Volirhynchia vivida,Anisian,,135879,carbonate indet.,,46.654999,11.925,246.7,241.464
Decurtella decurtata,Anisian,,135880,carbonate indet.,,46.66,13.0,246.7,241.464
Decurtella decurtata,Anisian,,135881,carbonate indet.,,46.700001,13.66,246.7,241.464
Volirhynchia vivida,Anisian,,135882,carbonate indet.,,43.740002,16.450001,246.7,241.464
Malletia,Illyrian,,135852,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Malletia,Illyrian,,135891,marine indet.,,72.949997,121.699997,243.33,241.464
Malletia,Illyrian,,135892,marine indet.,,71.800003,127.239998,243.33,241.464
Taimyrodon olenekensis,Illyrian,,135851,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Taimyrodon olenekensis,Illyrian,,135852,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Taimyrodon olenekensis,Aegean,,135850,marine indet.,,74.949997,112.75,246.7,244.99
Taimyrodon olenekensis,Bithynian,,135894,marine indet.,Morzhov,74.949997,112.75,244.99,244.24
Taimyrodon olenekensis,Pelsonian,,135898,marine indet.,Morzhov,74.949997,112.75,244.24,243.33
Taimyrodon olenekensis,Illyrian,,135899,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Taimyrodon olenekensis,Aegean,,107203,marine indet.,Ulakhan-Krest,72.900002,119.900002,246.7,244.99
Taimyrodon taimyrensis,Aegean,,135850,marine indet.,,74.949997,112.75,246.7,244.99
Taimyrodon taimyrensis,Spathian,,135909,marine indet.,,74.949997,112.75,248.1,246.7
Taimyrodon taimyrensis,Spathian,,135910,marine indet.,,74.949997,112.75,248.1,246.7
Lapteviella prontchistshevi,Illyrian,,135899,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Lapteviella prontchistshevi,Illyrian,,135891,marine indet.,,72.949997,121.699997,243.33,241.464
Lapteviella prontchistshevi,Illyrian,,135915,marine indet.,,72.949997,121.699997,243.33,241.464
Lapteviella prontchistshevi,Aegean,Bithynian,135916,marine indet.,,72.949997,121.699997,246.7,244.24
Krotovia,Griesbachian,,135945,marine indet.,Blind Fiord,81.216667,-92.050003,251.902,250.5
Nuculana (Jupiteria) asiatica,Spathian,,135909,marine indet.,,74.949997,112.75,248.1,246.7
Nuculana (Jupiteria) asiatica,Spathian,,135958,marine indet.,,74.949997,112.75,248.1,246.7
Nuculana (Jupiteria) asiatica,Illyrian,,135852,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Nuculana (Jupiteria) asiatica,Spathian,,135853,marine indet.,Ysmanakh,72.949997,119.699997,248.1,246.7
Sarepta modesta,Spathian,,135909,marine indet.,,74.949997,112.75,248.1,246.7
Sarepta modesta,Illyrian,,135851,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Sarepta modesta,Illyrian,,135852,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Sarepta modesta,Illyrian,,135899,marine indet.,Morzhov,74.949997,112.75,243.33,241.464
Promysidiella eduliformis,Illyrian,,135893,marine indet.,,73.449997,113.099998,243.33,241.464
Promysidiella eduliformis,Aegean,Bithynian,135907,marine indet.,Ulakhan-Krest,72.900002,119.900002,246.7,244.24
Promysidiella eduliformis,Bithynian,,107124,marine indet.,,72.949997,120.449997,244.99,244.24
Promysidiella eduliformis,Illyrian,,135965,marine indet.,Ulakhan-Krest,72.949997,121.699997,243.33,241.464
Promysidiella eduliformis,Bithynian,,135961,marine indet.,,72.949997,121.699997,244.99,244.24
Promysidiella eduliformis,Aegean,Bithynian,135962,marine indet.,Ulakhan-Krest,72.599998,124.300003,246.7,244.24
Promysidiella eduliformis,Aegean,,135963,marine indet.,Ulakhan-Krest,72.5,125.0,246.7,244.99
