genus,interval,survived,occurrence_count,collection_count,environment_breadth,formation_breadth,duration,sampling_intensity,lat_range,lng_range,lazarus
Abichites,Changhsingian,0,119,81,4,4,1,119,13.610001,61.050003000000004,0
Abrekia,Griesbachian,0,7,7,3,5,3,7,15.367334000000003,33.908103999999994,1
Abrekia,Smithian,0,7,7,3,5,3,7,15.367334000000003,33.908103999999994,1
Abrekia,Aegean,0,7,7,3,5,3,7,15.367334000000003,33.908103999999994,1
Abrekites,Smithian,0,7,6,5,3,1,7,6.222102999999997,250.452507,0
Abrekopsis,Griesbachian,1,21,21,7,5,4,21,21.208801,246.19194,0
Abrekopsis,Dienerian,1,21,21,7,5,4,21,21.208801,246.19194,0
Abrekopsis,Smithian,1,21,21,7,5,4,21,21.208801,246.19194,0
Abrekopsis,Spathian,0,21,21,7,5,4,21,21.208801,246.19194,0
Acanthopecten,Changhsingian,0,3,3,3,2,1,3,2.430000999999997,4.175004000000001,0
Acharax,Changhsingian,0,4,4,1,1,1,4,0.09799999999999898,0.20319999999999894,0
Aclisina,Changhsingian,0,2,2,1,1,2,2,11.608001999999999,18.15900400000001,0
Aclisina,Spathian,0,2,2,1,1,2,2,11.608001999999999,18.15900400000001,0
Acosarina,Changhsingian,1,141,136,12,20,2,141,32.105001,67.618,0
Acosarina,Griesbachian,0,141,136,12,20,2,141,32.105001,67.618,0
Acrochordiceras,Smithian,0,217,161,12,24,6,217,46.474999,250.166,1
Acrochordiceras,Aegean,1,217,161,12,24,6,217,46.474999,250.166,1
Acrochordiceras,Bithynian,1,217,161,12,24,6,217,46.474999,250.166,1
Acrochordiceras,Pelsonian,1,217,161,12,24,6,217,46.474999,250.166,1
Acrochordiceras,Illyrian,1,217,161,12,24,6,217,46.474999,250.166,1
Acteonina,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Actinodontophora,Changhsingian,0,2,2,1,2,1,2,1.8740009999999998,1.828994999999992,0
Acutomeekoceras,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Adygella,Aegean,1,13,13,3,3,4,13,32.511201,75.9405,1
Adygella,Bithynian,0,13,13,3,3,4,13,32.511201,75.9405,1
Adygella,Illyrian,1,13,13,3,3,4,13,32.511201,75.9405,1
Aegeiceras,Aegean,1,8,8,3,1,3,8,14.373500999999997,54.152001999999996,0
Aegeiceras,Bithynian,0,8,8,3,1,3,8,14.373500999999997,54.152001999999996,0
Aghdarbandites,Aegean,1,23,23,2,2,2,23,7.795165999999995,31.422998999999997,0
Aghdarbandites,Bithynian,0,23,23,2,2,2,23,7.795165999999995,31.422998999999997,0
Alanites,Bithynian,1,18,17,5,7,2,18,38.424,164.253334,0
Alanites,Pelsonian,0,18,17,5,7,2,18,38.424,164.253334,0
Alatoproductus,Changhsingian,0,4,4,4,2,1,4,4.298099000000001,0.3705970000000036,0
Alatorthotetina,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Albanites,Spathian,1,48,33,6,8,2,48,91.214164,253.005318,0
Albanites,Aegean,0,48,33,6,8,2,48,91.214164,253.005318,0
Aldanoceras,Changhsingian,1,8,8,2,2,2,8,43.056667000000004,79.52805699999999,0
Aldanoceras,Griesbachian,0,8,8,2,2,2,8,43.056667000000004,79.52805699999999,0
Alibashites,Changhsingian,0,56,47,4,3,1,56,9.029999,8.340000000000003,0
Allocosmia,Pelsonian,0,6,6,2,1,2,6,0.0033320000000003347,0.006668000000004781,1
Allorhynchus,Changhsingian,0,2,2,2,2,1,2,0.0,0.0,0
Allorisma,Changhsingian,0,5,4,2,3,1,5,14.933889,176.42083,0
Alphaneospirifer,Changhsingian,0,19,18,5,4,1,19,26.570555999999996,32.133888,0
Altadema,Griesbachian,1,6,6,3,1,2,6,0.6281660000000002,0.5729000000000006,0
Altadema,Dienerian,0,6,6,3,1,2,6,0.6281660000000002,0.5729000000000006,0
Alula,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Ambikella,Changhsingian,0,16,13,3,3,1,16,75.247311,90.19254299999999,0
Ambites,Griesbachian,1,135,108,8,16,3,135,94.405001,256.758461,0
Ambites,Dienerian,1,135,108,8,16,3,135,94.405001,256.758461,0
Ambites,Smithian,0,135,108,8,16,3,135,94.405001,256.758461,0
Ambitoides,Dienerian,0,1,1,1,1,1,1,0.0,0.0,0
Ambocoeliidae,Griesbachian,0,4,4,1,0,1,4,0.0,0.0,0
Ammonoidea,Changhsingian,1,34,34,9,10,5,34,107.593613,229.30694599999998,1
Ammonoidea,Griesbachian,0,34,34,9,10,5,34,107.593613,229.30694599999998,1
Ammonoidea,Smithian,1,34,34,9,10,5,34,107.593613,229.30694599999998,1
Ammonoidea,Spathian,0,34,34,9,10,5,34,107.593613,229.30694599999998,1
Ammonoidea,Pelsonian,0,34,34,9,10,5,34,107.593613,229.30694599999998,1
Ampezzopleura,Smithian,0,3,3,2,2,1,3,17.280502,217.352387,0
Amphijanira,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Amphipopanoceras,Aegean,1,47,46,2,6,5,47,128.54441400000002,293.019097,0
Amphipopanoceras,Bithynian,1,47,46,2,6,5,47,128.54441400000002,293.019097,0
Amphipopanoceras,Pelsonian,1,47,46,2,6,5,47,128.54441400000002,293.019097,0
Amphipopanoceras,Illyrian,1,47,46,2,6,5,47,128.54441400000002,293.019097,0
Amphistephanites,Smithian,0,3,3,1,1,1,3,0.1333309999999983,0.01667800000001307,0
Amygdalocosta,Changhsingian,0,3,3,2,1,1,3,0.3014179999999982,0.5223080000000095,0
Anaflemingites,Smithian,0,29,26,11,5,1,29,68.943999,270.753808,0
Anagymnites,Aegean,1,15,13,2,2,4,15,40.703892,256.264999,1
Anagymnites,Bithynian,0,15,13,2,2,4,15,40.703892,256.264999,1
Anagymnites,Illyrian,1,15,13,2,2,4,15,40.703892,256.264999,1
Anagymnotoceras,Bithynian,1,39,36,3,7,4,39,44.699997,278.745003,0
Anagymnotoceras,Pelsonian,1,39,36,3,7,4,39,44.699997,278.745003,0
Anagymnotoceras,Illyrian,1,39,36,3,7,4,39,44.699997,278.745003,0
Anahedenstroemia,Smithian,1,3,3,1,0,2,3,71.714164,67.437775,0
Anahedenstroemia,Spathian,0,3,3,1,0,2,3,71.714164,67.437775,0
Anakashmirites,Smithian,1,11,11,2,0,2,11,81.330833,61.633331,0
Anakashmirites,Spathian,0,11,11,2,0,2,11,81.330833,61.633331,0
Ananias,Changhsingian,0,3,3,2,2,2,3,1.1833349999999996,32.75,0
Anasibirites,Smithian,1,125,80,10,18,2,125,106.64000100000001,258.103997,0
Anasibirites,Spathian,0,125,80,10,18,2,125,106.64000100000001,258.103997,0
Anawasatchites,Smithian,0,24,15,1,3,1,24,37.231003,257.394997,0
Anaxenaspis,Smithian,1,57,56,6,9,2,57,91.353892,260.314995,0
Anaxenaspis,Spathian,0,57,56,6,9,2,57,91.353892,260.314995,0
Anchorhynchia,Changhsingian,0,38,33,7,6,1,38,26.772001000000003,18.002608999999993,0
Ancorhynchia,Changhsingian,0,6,6,3,2,1,6,3.362100999999999,1.8660050000000012,0
Anematina,Changhsingian,0,3,3,2,1,1,3,0.09000000000000341,0.34999899999999684,0
Angustothyris,Bithynian,1,62,62,9,9,4,62,25.971109999999996,94.916113,0
Angustothyris,Pelsonian,1,62,62,9,9,4,62,25.971109999999996,94.916113,0
Angustothyris,Illyrian,1,62,62,9,9,4,62,25.971109999999996,94.916113,0
Anidanthus,Changhsingian,0,45,42,8,11,1,45,21.833332,77.76499899999999,0
Annuliconcha,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Anodontophora,Griesbachian,1,2,2,1,1,2,2,0.010002000000000066,0.030000999999998612,0
Anodontophora,Dienerian,0,2,2,1,1,2,2,0.010002000000000066,0.030000999999998612,0
Anomalodesmata,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Anomia,Changhsingian,1,6,5,2,2,2,6,48.005003,140.208,0
Anomia,Griesbachian,0,6,5,2,2,2,6,48.005003,140.208,0
Anomphalus,Changhsingian,1,7,7,4,5,4,7,25.604830999999997,105.937498,1
Anomphalus,Griesbachian,0,7,7,4,5,4,7,25.604830999999997,105.937498,1
Anomphalus,Smithian,0,7,7,4,5,4,7,25.604830999999997,105.937498,1
Anotoceras,Griesbachian,1,15,15,3,3,2,15,11.970001000000003,48.295998,0
Anotoceras,Dienerian,0,15,15,3,3,2,15,11.970001000000003,48.295998,0
Antezeilleria,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Apachella,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Aperispirifer,Changhsingian,0,12,12,2,1,1,12,4.975662,5.278823999999986,0
Aplococeras,Illyrian,1,52,48,7,9,2,52,9.648330000000001,217.472,0
Arasella,Changhsingian,0,14,13,2,3,1,14,8.273580000000003,7.393569999999997,0
Araxathyris,Changhsingian,1,149,107,11,20,2,149,27.583332,224.325554,0
Araxathyris,Griesbachian,0,149,107,11,20,2,149,27.583332,224.325554,0
Araxoceras,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Arcavicula,Spathian,0,27,18,2,1,2,27,9.046669000000001,15.983337000000006,0
Arcavicula,Pelsonian,0,27,18,2,1,2,27,9.046669000000001,15.983337000000006,0
Arcestes,Smithian,0,20,15,2,6,4,20,5.565555000000003,132.187496,0
Arcestes,Pelsonian,1,20,15,2,6,4,20,5.565555000000003,132.187496,0
Arcestes,Illyrian,1,20,15,2,6,4,20,5.565555000000003,132.187496,0
Arcomya,Spathian,0,3,3,2,2,2,3,9.050032999999999,131.909226,0
Arcomya,Pelsonian,0,3,3,2,2,2,3,9.050032999999999,131.909226,0
Arcoptera,Illyrian,0,1,1,1,0,1,1,0.0,0.0,0
Arctitreta,Changhsingian,0,5,5,1,1,1,5,0.03299900000000022,0.13600199999999063,0
Arctocardinia,Aegean,0,2,2,1,0,1,2,3.5,14.550003000000004,0
Arctoceras,Dienerian,1,140,124,12,18,4,140,111.025003,302.410752,0
Arctoceras,Smithian,1,140,124,12,18,4,140,111.025003,302.410752,0
Arctoceras,Spathian,1,140,124,12,18,4,140,111.025003,302.410752,0
Arctoceras,Aegean,0,140,124,12,18,4,140,111.025003,302.410752,0
Arctoceratidae,Smithian,0,4,4,3,2,1,4,10.200000999999997,28.133995000000006,0
Arctogymnites,Illyrian,1,29,28,1,1,2,29,15.68,41.0,0
Arctohungarites,Spathian,1,40,28,3,6,5,40,42.508331000000005,278.995003,1
Arctohungarites,Aegean,1,40,28,3,6,5,40,42.508331000000005,278.995003,1
Arctohungarites,Bithynian,1,40,28,3,6,5,40,42.508331000000005,278.995003,1
Arctohungarites,Pelsonian,0,40,28,3,6,5,40,42.508331000000005,278.995003,1
Arctomeekoceras,Spathian,0,16,14,2,3,1,16,39.21743,234.36541,0
Arctoprionites,Smithian,1,56,50,6,12,2,56,90.297497,257.564995,0
Arctoprionites,Spathian,0,56,50,6,12,2,56,90.297497,257.564995,0
Arcullina,Changhsingian,0,26,26,4,4,1,26,1.2819990000000026,4.012999999999991,0
Arianites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Aristoptychites,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Arnautoceltites,Smithian,1,21,15,3,7,2,21,12.725002999999997,259.079872,0
Arnautoceltites,Spathian,0,21,15,3,7,2,21,12.725002999999997,259.079872,0
Arthaberites,Illyrian,0,5,5,2,1,1,5,4.448665999999996,5.458277999999998,0
Asoella,Griesbachian,0,15,12,4,9,5,15,25.572499999999998,89.9405,1
Asoella,Smithian,0,15,12,4,9,5,15,25.572499999999998,89.9405,1
Asoella,Bithynian,1,15,12,4,9,5,15,25.572499999999998,89.9405,1
Asoella,Pelsonian,0,15,12,4,9,5,15,25.572499999999998,89.9405,1
Aspenites,Dienerian,1,82,77,12,11,3,82,72.336112,288.91244500000005,0
Aspenites,Smithian,1,82,77,12,11,3,82,72.336112,288.91244500000005,0
Aspenites,Spathian,0,82,77,12,11,3,82,72.336112,288.91244500000005,0
Asperlinus,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Aspidites,Smithian,0,5,4,2,1,1,5,41.74111,53.074164999999994,0
Asseretoceras,Illyrian,1,13,13,2,7,2,13,11.148333999999998,7.412222,0
Astarte,Pelsonian,0,5,5,2,2,2,5,25.299999,99.692497,1
Astartella,Changhsingian,1,54,44,8,12,3,54,19.469444000000003,246.634712,0
Astartella,Griesbachian,0,54,44,8,12,3,54,19.469444000000003,246.634712,0
Astartella,Spathian,0,54,44,8,12,3,54,19.469444000000003,246.634712,0
Astartidae,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Astartila,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Astartopsis,Griesbachian,0,6,6,2,2,1,6,1.218712,0.7879020000000025,0
Athyrella,Changhsingian,0,9,9,3,1,1,9,0.2766680000000008,0.4499969999999962,0
Athyrididae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Athyris,Changhsingian,0,20,18,6,6,3,20,53.932223,104.829448,1
Athyris,Pelsonian,0,20,18,6,6,3,20,53.932223,104.829448,1
Atomodesma,Changhsingian,1,27,25,7,8,2,27,124.189796,156.807939,0
Atomodesma,Griesbachian,0,27,25,7,8,2,27,124.189796,156.807939,0
Atorcula,Smithian,0,6,6,2,1,1,6,0.12749999999999773,0.06449899999999786,0
Atriboniidae,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Atrina,Bithynian,1,2,2,2,2,2,2,18.720169,77.623834,0
Atrina,Pelsonian,0,2,2,2,2,2,2,18.720169,77.623834,0
Attenuatella,Changhsingian,0,22,21,3,7,1,22,85.28817000000001,69.51834899999999,0
Augustaceras,Bithynian,1,13,10,2,2,2,13,0.6400039999999976,0.6500020000000006,0
Augustaceras,Pelsonian,0,13,10,2,2,2,13,0.6400039999999976,0.6500020000000006,0
Aulacothyris,Pelsonian,1,35,13,3,4,3,35,28.316665999999998,91.638056,0
Aulacothyris,Illyrian,1,35,13,3,4,3,35,28.316665999999998,91.638056,0
Aulosteges,Changhsingian,0,5,4,1,2,1,5,15.644998000000005,94.42999200000001,0
Aulostegidae,Changhsingian,0,2,2,1,1,1,2,0.0019990000000014163,0.06099700000000041,0
Aurilinoproductus,Changhsingian,0,3,3,2,1,1,3,2.2555559999999986,5.473884000000012,0
Austriellula,Spathian,0,36,36,2,2,4,36,7.705553999999999,10.575666000000002,1
Austriellula,Bithynian,1,36,36,2,2,4,36,7.705553999999999,10.575666000000002,1
Austriellula,Pelsonian,0,36,36,2,2,4,36,7.705553999999999,10.575666000000002,1
Austrotindaria,Changhsingian,1,192,187,14,13,5,192,53.936215,245.897102,0
Austrotindaria,Griesbachian,1,192,187,14,13,5,192,53.936215,245.897102,0
Austrotindaria,Dienerian,1,192,187,14,13,5,192,53.936215,245.897102,0
Austrotindaria,Smithian,1,192,187,14,13,5,192,53.936215,245.897102,0
Austrotindaria,Spathian,0,192,187,14,13,5,192,53.936215,245.897102,0
Avichlamys,Spathian,0,12,12,6,4,2,12,15.360001,106.011397,1
Avichlamys,Bithynian,0,12,12,6,4,2,12,15.360001,106.011397,1
Avicula,Changhsingian,0,8,8,3,2,4,8,27.02944200000001,247.514999,0
Avicula,Spathian,0,8,8,3,2,4,8,27.02944200000001,247.514999,0
Avicula,Illyrian,1,8,8,3,2,4,8,27.02944200000001,247.514999,0
Aviculomyalina,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Aviculopecten,Changhsingian,1,67,59,7,18,6,67,92.13972199999999,270.949997,0
Aviculopecten,Griesbachian,1,67,59,7,18,6,67,92.13972199999999,270.949997,0
Aviculopecten,Dienerian,1,67,59,7,18,6,67,92.13972199999999,270.949997,0
Aviculopecten,Smithian,1,67,59,7,18,6,67,92.13972199999999,270.949997,0
Aviculopecten,Spathian,0,67,59,7,18,6,67,92.13972199999999,270.949997,0
Aviculopectinidae,Changhsingian,1,7,7,2,2,2,7,0.0036120000000039454,0.0038890000000009195,0
Aviculopectinidae,Griesbachian,0,7,7,2,2,2,7,0.0036120000000039454,0.0038890000000009195,0
Aviculopectinoidea,Changhsingian,1,2,2,2,2,2,2,13.860799999999998,165.504303,0
Aviculopectinoidea,Griesbachian,0,2,2,2,2,2,2,13.860799999999998,165.504303,0
Aviculopinna,Changhsingian,0,2,2,1,2,1,2,3.761502,239.358162,0
Awanites,Dienerian,0,1,1,1,1,1,1,0.0,0.0,0
Azarianites,Aegean,1,5,5,1,1,2,5,16.294998,237.629997,0
Azarianites,Bithynian,0,5,5,1,1,2,5,16.294998,237.629997,0
Baidites,Smithian,0,3,3,2,1,1,3,37.780609999999996,66.43916300000001,0
Bajarunia,Smithian,1,49,41,6,5,2,49,38.883002999999995,250.410004,0
Bajarunia,Spathian,0,49,41,6,5,2,49,38.883002999999995,250.410004,0
Bajkuria,Changhsingian,0,3,3,2,2,1,3,2.8781,0.8142009999999971,0
Bakevellia,Changhsingian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Griesbachian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Dienerian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Smithian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Spathian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Aegean,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Bithynian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Pelsonian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevellia,Illyrian,1,430,377,20,61,10,430,107.539169,274.23333,0
Bakevelliidae,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Balatonites,Smithian,0,261,152,8,29,4,261,45.451943,259.102509,0
Balatonites,Pelsonian,1,261,152,8,29,4,261,45.451943,259.102509,0
Balatonites,Illyrian,1,261,152,8,29,4,261,45.451943,259.102509,0
Balhaeceras,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Bandoites,Smithian,0,11,11,1,2,1,11,0.1333309999999983,0.4166720000000055,0
Bandoproductus,Changhsingian,0,2,2,1,1,1,2,0.0,0.0,0
Battenizyga,Smithian,0,6,6,2,1,1,6,0.8569979999999973,0.7470019999999948,0
Baylea,Changhsingian,0,7,7,3,2,1,7,2.8366679999999995,34.75,0
Beatites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Bellerophon,Changhsingian,1,94,52,5,15,3,94,50.425002,167.079996,0
Bellerophon,Griesbachian,1,94,52,5,15,3,94,50.425002,167.079996,0
Bellerophon,Dienerian,0,94,52,5,15,3,94,50.425002,167.079996,0
Bellerophontida,Griesbachian,0,1,1,1,1,1,1,0.0,0.0,0
Bellerophontidae,Changhsingian,1,13,13,4,4,3,13,45.21933,131.866667,0
Bellerophontidae,Griesbachian,1,13,13,4,4,3,13,45.21933,131.866667,0
Bellerophontidae,Dienerian,0,13,13,4,4,3,13,45.21933,131.866667,0
Bellerophontoidea,Griesbachian,0,2,2,1,1,2,2,10.650002,75.35000600000001,1
Bellerophontoidea,Smithian,0,2,2,1,1,2,2,10.650002,75.35000600000001,1
Beneckeia,Aegean,1,18,16,3,6,4,18,20.602225000000004,26.194442,1
Beneckeia,Bithynian,1,18,16,3,6,4,18,20.602225000000004,26.194442,1
Beneckeia,Pelsonian,0,18,16,3,6,4,18,20.602225000000004,26.194442,1
Betaneospirifer,Changhsingian,0,65,63,4,3,1,65,3.885998999999998,14.043998000000002,0
Beyrichites,Spathian,1,121,94,8,20,6,121,111.449448,219.72138999999999,0
Beyrichites,Aegean,1,121,94,8,20,6,121,111.449448,219.72138999999999,0
Beyrichites,Bithynian,1,121,94,8,20,6,121,111.449448,219.72138999999999,0
Beyrichites,Pelsonian,1,121,94,8,20,6,121,111.449448,219.72138999999999,0
Beyrichites,Illyrian,1,121,94,8,20,6,121,111.449448,219.72138999999999,0
Beyrichitinae,Pelsonian,1,3,3,3,3,3,3,31.960556000000004,230.726944,0
Beyrichitinae,Illyrian,1,3,3,3,3,3,3,31.960556000000004,230.726944,0
Bicamella,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Bicarinella,Changhsingian,0,2,2,1,2,1,2,24.446169,3.6933449999999937,0
Billingsites,Illyrian,0,34,32,1,0,1,34,0.014998999999995988,0.002998000000005163,0
Biplatyconcha,Changhsingian,0,26,25,2,2,1,26,1.3270000000000017,4.137999999999991,0
Bittnerites,Spathian,0,2,2,2,2,1,2,0.3589019999999934,0.2733920000000012,0
Bittnerithyris,Griesbachian,1,19,19,4,3,4,19,2.703887999999999,245.049354,0
Bittnerithyris,Dienerian,1,19,19,4,3,4,19,2.703887999999999,245.049354,0
Bittnerithyris,Smithian,1,19,19,4,3,4,19,2.703887999999999,245.049354,0
Bittnerithyris,Spathian,0,19,19,4,3,4,19,2.703887999999999,245.049354,0
Bivalvia,Changhsingian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Griesbachian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Dienerian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Smithian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Spathian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Aegean,0,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Pelsonian,1,124,110,10,22,9,124,103.025002,302.363877,1
Bivalvia,Illyrian,1,124,110,10,22,9,124,103.025002,302.363877,1
Blasispirifer,Changhsingian,0,4,4,1,1,1,4,0.25,0.21666700000000105,0
Boreomeekoceras,Smithian,1,8,7,1,0,2,8,8.309996999999996,112.880003,0
Boreomeekoceras,Spathian,0,8,7,1,0,2,8,8.309996999999996,112.880003,0
Bositra,Griesbachian,1,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Dienerian,1,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Smithian,1,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Spathian,0,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Bithynian,1,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Pelsonian,1,43,42,10,15,8,43,56.539276,258.931198,1
Bositra,Illyrian,1,43,42,10,15,8,43,56.539276,258.931198,1
Botulopsis,Pelsonian,0,6,6,2,1,2,6,20.114445000000003,94.149445,1
Boutillieria,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Brachiopoda,Changhsingian,0,28,28,7,9,6,28,92.375912,282.264343,1
Brachiopoda,Smithian,1,28,28,7,9,6,28,92.375912,282.264343,1
Brachiopoda,Spathian,1,28,28,7,9,6,28,92.375912,282.264343,1
Brachiopoda,Aegean,0,28,28,7,9,6,28,92.375912,282.264343,1
Brachiopoda,Pelsonian,0,28,28,7,9,6,28,92.375912,282.264343,1
Brachythyrina,Changhsingian,0,2,2,2,1,1,2,0.0,0.0,0
Brackites,Illyrian,0,30,22,2,1,1,30,1.0299989999999966,3.1215899999999976,0
Bradyia,Aegean,1,3,3,2,2,2,3,18.208999000000006,6.209998999999996,0
Bradyia,Bithynian,0,3,3,2,2,2,3,18.208999000000006,6.209998999999996,0
Brayardites,Smithian,0,53,47,4,5,1,53,14.871000000000002,60.51799700000001,0
Bronzoria,Spathian,1,20,19,5,4,4,20,36.17879800000001,131.602373,0
Bronzoria,Aegean,0,20,19,5,4,4,20,36.17879800000001,131.602373,0
Bronzoria,Illyrian,1,20,19,5,4,4,20,36.17879800000001,131.602373,0
Bucania,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Bucanopsis,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Buccinites,Pelsonian,0,7,7,4,3,2,7,25.366669,97.000001,1
Buddhaites,Bithynian,0,13,13,1,2,2,13,29.249164000000004,205.97972099999998,0
Bukkenites,Griesbachian,1,36,28,6,7,2,36,58.129997,227.927994,0
Bukkenites,Dienerian,0,36,28,6,7,2,36,58.129997,227.927994,0
Bullarina,Changhsingian,0,8,8,2,1,1,8,0.0,0.0,0
Bullatihungarites,Illyrian,0,17,16,4,4,1,17,0.7783310000000014,6.4741659999999985,0
Bulogites,Pelsonian,1,75,58,6,11,3,75,39.838055,224.243332,0
Bulogites,Illyrian,1,75,58,6,11,3,75,39.838055,224.243332,0
Burijites,Smithian,1,6,6,1,1,2,6,0.6316649999999981,0.5833279999999945,0
Burijites,Spathian,0,6,6,1,1,2,6,0.6316649999999981,0.5833279999999945,0
Byrrangoceras,Spathian,0,1,1,1,0,1,1,0.0,0.0,0
Calliotropis,Pelsonian,0,7,7,1,1,1,7,0.0,0.0,0
Callispirina,Changhsingian,0,12,12,3,4,1,12,14.597000000000001,70.79199200000001,0
Callistadia,Changhsingian,0,13,13,3,2,1,13,6.006668000000001,33.519997000000004,0
Callitomaria,Changhsingian,0,2,2,2,1,1,2,11.041066999999998,24.985916000000003,0
Calvaentolium,Illyrian,1,3,3,2,1,2,3,2.6144450000000035,7.310557000000001,0
Camarophorinella,Changhsingian,0,7,6,4,2,1,7,12.649996999999999,38.945008,0
Camerenteletes,Changhsingian,0,4,4,1,2,1,4,0.03500000000000014,0.010002000000000066,0
Cancellotomaria,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Cancrinella,Changhsingian,0,3,3,1,1,1,3,0.0019990000000014163,0.06099700000000041,0
Capillomesolobus,Changhsingian,0,2,2,1,2,1,2,5.511002000000001,11.175995,0
Capillonia,Changhsingian,0,2,2,2,2,1,2,0.2985919999999993,1.4259500000000003,0
Cardinia,Dienerian,0,7,7,3,2,3,7,45.403614000000005,245.31111199999998,1
Cardinia,Pelsonian,0,7,7,3,2,3,7,45.403614000000005,245.31111199999998,1
Cardinioides,Spathian,0,8,8,1,1,2,8,2.863051999999996,21.52111099999999,0
Cardita,Spathian,0,1,1,1,0,1,1,0.0,0.0,0
Carditoidea,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Caribouceras,Spathian,0,1,1,1,0,1,1,0.0,0.0,0
Caricula,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Carteria,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Cartorhium,Changhsingian,0,3,2,1,2,1,3,9.649999999999999,0.05999699999999564,0
Cassianella,Aegean,0,122,45,6,6,4,122,23.966667,226.855827,1
Cassianella,Pelsonian,1,122,45,6,6,4,122,23.966667,226.855827,1
Cassianella,Illyrian,1,122,45,6,6,4,122,23.966667,226.855827,1
Cassianoides,Changhsingian,0,5,5,1,1,1,5,0.016000999999999266,0.03900199999999643,0
Cassianospira,Pelsonian,0,2,1,1,1,1,2,0.0,0.0,0
Cathaysia,Changhsingian,1,141,94,10,11,2,141,21.690100000000005,79.297001,0
Cathaysia,Griesbachian,0,141,94,10,11,2,141,21.690100000000005,79.297001,0
Caucasites,Aegean,1,11,10,3,4,2,11,18.153499999999994,164.715004,0
Caucasites,Bithynian,0,11,10,3,4,2,11,18.153499999999994,164.715004,0
Caucasoproductus,Changhsingian,0,6,6,3,2,1,6,10.129165,50.988884000000006,0
Caucasorhynchella,Pelsonian,0,7,7,4,2,2,7,11.156669999999998,7.314446000000004,1
Caucasorhynchia,Pelsonian,1,10,10,4,7,3,10,8.606666000000004,138.02333099999998,0
Caucasorhynchia,Illyrian,1,10,10,4,7,3,10,8.606666000000004,138.02333099999998,0
Ceccaceras,Illyrian,0,2,2,1,0,1,2,0.0,0.0,0
Ceccaisculitoides,Spathian,0,7,7,2,3,1,7,3.5629999999999953,259.473801,0
Celtites,Smithian,1,31,29,6,10,4,31,23.575001,110.12361100000001,0
Celtites,Spathian,0,31,29,6,10,4,31,23.575001,110.12361100000001,0
Celtites,Illyrian,1,31,29,6,10,4,31,23.575001,110.12361100000001,0
Celtitidae,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
