genus,interval,survived,occurrence_count,collection_count,environment_breadth,formation_breadth,duration,sampling_intensity,lat_range,lng_range,lazarus
Taimyria,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Taimyrites,Aegean,0,1,1,1,0,1,1,0.0,0.0,0
Taimyrodon,Spathian,1,22,21,1,3,6,22,3.213050999999993,19.831115999999994,0
Taimyrodon,Aegean,1,22,21,1,3,6,22,3.213050999999993,19.831115999999994,0
Taimyrodon,Bithynian,1,22,21,1,3,6,22,3.213050999999993,19.831115999999994,0
Taimyrodon,Pelsonian,1,22,21,1,3,6,22,3.213050999999993,19.831115999999994,0
Taimyrodon,Illyrian,1,22,21,1,3,6,22,3.213050999999993,19.831115999999994,0
Taimyronectes,Aegean,0,2,2,1,0,2,2,0.0,0.0,0
Taimyronectes,Illyrian,0,2,2,1,0,2,2,0.0,0.0,0
Tambanella,Changhsingian,0,24,18,3,7,1,24,21.352499,123.480598,0
Tapashanites,Changhsingian,0,81,40,7,10,1,81,24.432997999999998,33.348999000000006,0
Tapashanitidae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Tapponnierites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Tardicolumbites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Tarimathyris,Changhsingian,0,8,7,4,2,1,8,2.0120010000000015,13.988997999999995,0
Tautosia,Changhsingian,0,4,4,1,1,1,4,0.2124990000000011,0.09583299999999895,0
Tectarea,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Tellerites,Smithian,1,3,3,1,3,2,3,35.319447,115.08861300000001,0
Tellerites,Spathian,0,3,3,1,3,2,3,35.319447,115.08861300000001,0
Temnotropis,Pelsonian,1,3,3,2,2,2,3,2.1271169999999984,8.867532999999998,0
Temnotropis,Illyrian,0,3,3,2,2,2,3,2.1271169999999984,8.867532999999998,0
Tenuichonetes,Changhsingian,0,4,4,2,3,1,4,7.966943999999998,24.723061,0
Terebratula,Griesbachian,1,16,14,4,3,4,16,35.876392,5.868889999999999,0
Terebratula,Dienerian,0,16,14,4,3,4,16,35.876392,5.868889999999999,0
Terebratula,Illyrian,1,16,14,4,3,4,16,35.876392,5.868889999999999,0
Terebratulida,Spathian,0,7,7,4,4,4,7,19.733331,245.631394,0
Terebratulida,Pelsonian,1,7,7,4,4,4,7,19.733331,245.631394,0
Terebratulida,Illyrian,1,7,7,4,4,4,7,19.733331,245.631394,0
Terebratulidina,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Terebratuloidea,Changhsingian,1,16,15,5,5,2,16,13.820001999999995,74.66639,0
Terebratuloidea,Griesbachian,0,16,15,5,5,2,16,13.820001999999995,74.66639,0
Terquemia,Griesbachian,0,22,21,6,7,5,22,47.110836,130.335831,1
Terquemia,Aegean,0,22,21,6,7,5,22,47.110836,130.335831,1
Terquemia,Pelsonian,1,22,21,6,7,5,22,47.110836,130.335831,1
Terquemia,Illyrian,1,22,21,6,7,5,22,47.110836,130.335831,1
Terquemiidae,Pelsonian,0,23,18,1,1,1,23,0.0,0.0,0
Terrakea,Changhsingian,0,6,6,3,3,1,6,84.813412,31.704162999999994,0
Teserina,Changhsingian,0,4,4,1,1,1,4,0.0,0.0,0
Tethyochonetes,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Tethysiella,Changhsingian,0,6,6,2,1,1,6,0.30999700000000274,0.6549989999999966,0
Tetractinella,Bithynian,1,75,69,7,12,4,75,14.570830999999998,51.509997999999996,0
Tetractinella,Pelsonian,1,75,69,7,12,4,75,14.570830999999998,51.509997999999996,0
Tetractinella,Illyrian,1,75,69,7,12,4,75,14.570830999999998,51.509997999999996,0
Tetsaoceras,Bithynian,1,15,15,2,4,3,15,37.748000999999995,278.995003,1
Tetsaoceras,Pelsonian,0,15,15,2,4,3,15,37.748000999999995,278.995003,1
Texturaspira,Pelsonian,1,11,10,2,2,3,11,20.113901,94.82970200000001,0
Texturaspira,Illyrian,1,11,10,2,2,3,11,20.113901,94.82970200000001,0
Thanamites,Illyrian,0,2,2,2,1,1,2,0.0006979999999998654,0.00799499999999398,0
Thecocyrtella,Pelsonian,0,4,4,2,3,2,4,20.550556000000004,89.09361100000001,1
Thecocyrtelloidea,Pelsonian,0,23,23,3,1,1,23,0.010668000000002564,0.011109000000004698,0
Thermalites,Smithian,0,5,5,1,1,1,5,0.005001000000000033,0.0,0
Thyratryaria,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Ticinites,Illyrian,0,18,16,4,6,1,18,1.3077769999999944,9.136944,0
Timoceras,Spathian,0,12,8,1,0,1,12,2.5549999999999926,7.368004000000013,0
Tipispirifer,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Tiramnia,Changhsingian,0,2,2,1,1,1,2,0.34500099999999634,0.2630000000000017,0
Tirolites,Smithian,1,90,81,11,21,2,90,26.39967,255.243897,0
Tirolites,Spathian,0,90,81,11,21,2,90,26.39967,255.243897,0
Tjururpites,Spathian,0,1,1,1,1,1,1,0.0,0.0,0
Tomiopsis,Changhsingian,0,8,6,2,3,1,8,4.891171,5.363358000000005,0
Tompophiceras,Changhsingian,1,85,69,7,7,2,85,49.639999,240.333336,0
Tompophiceras,Griesbachian,0,85,69,7,7,2,85,49.639999,240.333336,0
Tompoproptychites,Dienerian,0,3,3,1,0,1,3,4.5,1.0,0
Tongzithyris,Changhsingian,0,8,8,3,2,1,8,6.5489999999999995,2.9359970000000004,0
Tosuhuthyris,Aegean,0,7,6,1,2,2,7,2.860001000000004,0.5800009999999958,0
Towapteria,Changhsingian,1,104,94,9,12,3,104,23.175400000000003,123.613698,0
Towapteria,Griesbachian,1,104,94,9,12,3,104,23.175400000000003,123.613698,0
Towapteria,Dienerian,0,104,94,9,12,3,104,23.175400000000003,123.613698,0
Toxoconcha,Dienerian,0,12,12,3,3,3,12,47.699664999999996,128.319998,1
Toxoconcha,Pelsonian,0,12,12,3,3,3,12,47.699664999999996,128.319998,1
Tozericeras,Spathian,0,3,3,1,1,1,3,0.3050000000000068,0.5950010000000105,0
Tozerites,Illyrian,1,29,23,3,3,2,29,18.532317999999997,5.898100999999997,0
Trabeculatia,Changhsingian,0,8,8,1,3,1,8,24.447171,3.6943519999999808,0
Trachybembix,Changhsingian,0,22,22,5,4,3,22,22.674599,100.05461100000001,1
Trachybembix,Dienerian,0,22,22,5,4,3,22,22.674599,100.05461100000001,1
Trachybembix,Illyrian,0,22,22,5,4,3,22,22.674599,100.05461100000001,1
Trachyceras,Illyrian,1,7,6,2,0,2,7,11.702225000000006,130.69889,0
Trachydomia,Changhsingian,0,2,2,2,1,1,2,0.0013339999999999463,0.001388000000005718,0
Trachynerita,Pelsonian,1,11,11,4,3,3,11,25.299999,98.184998,0
Trachynerita,Illyrian,1,11,11,4,3,3,11,25.299999,98.184998,0
Trachyspira,Changhsingian,0,7,5,3,2,1,7,0.0013339999999999463,0.001388000000005718,0
Trachyspiridae,Dienerian,0,2,2,2,2,1,2,10.267597000000002,60.630707,0
Transcaucasathyris,Changhsingian,0,51,49,6,6,1,51,16.754,88.18800800000001,0
Transennatia,Changhsingian,0,23,22,8,8,1,23,16.725000999999995,54.468879000000015,0
Trentingula,Changhsingian,1,8,8,3,3,4,8,0.6800000000000068,6.459999000000002,0
Trentingula,Griesbachian,1,8,8,3,3,4,8,0.6800000000000068,6.459999000000002,0
Trentingula,Dienerian,1,8,8,3,3,4,8,0.6800000000000068,6.459999000000002,0
Trentingula,Smithian,0,8,8,3,3,4,8,0.6800000000000068,6.459999000000002,0
Triassocirrus,Bithynian,1,34,23,4,3,3,34,18.723501,77.630502,1
Triassocirrus,Pelsonian,0,34,23,4,3,3,34,18.723501,77.630502,1
Trigoniacea,Spathian,0,9,9,3,2,1,9,7.628002000000002,2.75,0
Trigonioidea,Spathian,0,2,2,2,1,1,2,0.16500099999999662,0.2850040000000007,0
Trigonirhynchella,Pelsonian,1,10,10,5,4,2,10,1.5499989999999997,2.748611999999998,0
Trigonirhynchella,Illyrian,0,10,10,5,4,2,10,1.5499989999999997,2.748611999999998,0
Trigonodidae,Griesbachian,0,1,1,1,1,1,1,0.0,0.0,0
Trigonodus,Smithian,1,38,30,6,8,4,38,31.728166,246.19174099999998,1
Trigonodus,Spathian,0,38,30,6,8,4,38,31.728166,246.19174099999998,1
Trigonodus,Pelsonian,0,38,30,6,8,4,38,31.728166,246.19174099999998,1
Trigonogastrites,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Trigonotreta,Changhsingian,0,4,4,1,0,1,4,0.0,0.0,0
Trigonucula,Smithian,0,1,1,0,1,1,1,0.0,0.0,0
Trochidae,Pelsonian,0,7,7,1,1,1,7,0.0,0.0,0
Trochotoma,Smithian,0,2,2,2,2,2,2,7.815003000000001,0.8499979999999994,0
Trochus,Pelsonian,0,3,3,2,2,2,3,36.164165,17.887496999999996,1
Tropidelasma,Changhsingian,0,16,13,4,2,1,16,16.677,35.300194000000005,0
Tropidodiscus,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Tropigastrites,Aegean,1,37,28,3,6,4,37,87.383885,269.75,1
Tropigastrites,Bithynian,0,37,28,3,6,4,37,87.383885,269.75,1
Tropigastrites,Illyrian,1,37,28,3,6,4,37,87.383885,269.75,1
Tropigymnites,Pelsonian,1,13,13,4,5,3,13,40.241386,223.70916699999998,0
Tropigymnites,Illyrian,1,13,13,4,5,3,13,40.241386,223.70916699999998,0
Truempyceras,Smithian,0,28,28,5,4,1,28,13.793942999999999,67.66727399999999,0
Trypanostylus,Pelsonian,0,36,20,4,4,2,36,25.120001000000002,97.990002,1
Tschernyschewia,Changhsingian,0,43,38,7,8,1,43,19.940364000000002,90.215832,0
Tulongites,Smithian,0,10,10,3,3,1,10,3.9843350000000015,8.373001000000002,0
Tulungospirifer,Aegean,1,16,16,2,2,4,16,19.329721999999997,73.788058,1
Tulungospirifer,Bithynian,1,16,16,2,2,4,16,19.329721999999997,73.788058,1
Tulungospirifer,Pelsonian,0,16,16,2,2,4,16,19.329721999999997,73.788058,1
Tunethyris,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Tunglanites,Spathian,0,4,4,2,1,1,4,18.023998,87.1945,0
Turbinidae,Bithynian,1,10,7,2,2,2,10,18.720169,77.623834,0
Turbinidae,Pelsonian,0,10,7,2,2,2,10,18.720169,77.623834,0
Tyloplecta,Changhsingian,0,54,53,5,7,1,54,20.188000000000002,79.486389,0
Tyrsoecus,Pelsonian,0,7,7,2,1,1,7,0.010668000000002564,0.001663999999991006,0
Umbrostrea,Bithynian,1,11,11,5,3,4,11,21.274721,25.942501,0
Umbrostrea,Pelsonian,1,11,11,5,3,4,11,21.274721,25.942501,0
Umbrostrea,Illyrian,1,11,11,5,3,4,11,21.274721,25.942501,0
Uncinunellina,Changhsingian,1,83,75,9,12,2,83,12.751112,65.736111,0
Uncinunellina,Griesbachian,0,83,75,9,12,2,83,12.751112,65.736111,0
Undularia,Aegean,0,10,7,5,4,3,10,5.954166999999998,11.794723000000001,1
Undularia,Pelsonian,0,10,7,5,4,3,10,5.954166999999998,11.794723000000001,1
Unicardium,Smithian,1,11,10,5,4,5,11,14.474998999999997,142.749502,1
Unicardium,Spathian,0,11,10,5,4,5,11,14.474998999999997,142.749502,1
Unicardium,Bithynian,1,11,10,5,4,5,11,14.474998999999997,142.749502,1
Unicardium,Pelsonian,0,11,10,5,4,5,11,14.474998999999997,142.749502,1
Unio,Pelsonian,0,3,3,2,3,2,3,23.445332,118.105663,1
Unionites,Changhsingian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Griesbachian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Dienerian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Smithian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Spathian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Aegean,0,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Pelsonian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionites,Illyrian,1,491,443,18,50,9,491,107.5625,257.838883,1
Unionvillites,Bithynian,0,4,3,3,1,2,4,0.05999700000000274,0.026001000000007934,0
Uniplicatorhynchia,Spathian,1,2,2,2,2,2,2,8.313297000000006,33.65129799999998,0
Uniplicatorhynchia,Aegean,0,2,2,2,2,2,2,8.313297000000006,33.65129799999998,0
Urdyceras,Smithian,0,17,17,4,4,1,17,10.717334000000001,29.143997,0
Urushtenia,Changhsingian,0,6,6,1,1,1,6,0.30999700000000274,0.769995999999999,0
Urushtenoidea,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Ussuria,Smithian,0,16,13,4,5,1,16,52.973612,73.899998,0
Ussuriaspenites,Smithian,0,4,4,1,1,1,4,0.0,0.0,0
Ussuridiscus,Griesbachian,1,59,55,7,11,3,59,56.431499,250.48799200000002,0
Ussuridiscus,Dienerian,1,59,55,7,11,3,59,56.431499,250.48799200000002,0
Ussuridiscus,Smithian,0,59,55,7,11,3,59,56.431499,250.48799200000002,0
Ussuriflemingites,Dienerian,1,2,2,1,1,2,2,0.000301999999997804,0.0,0
Ussuriflemingites,Smithian,0,2,2,1,1,2,2,0.000301999999997804,0.0,0
Ussuriidae,Smithian,0,1,1,1,1,1,1,0.0,0.0,0
Ussurijuvenites,Smithian,0,4,2,2,1,1,4,0.0,0.0,0
Ussuriphyllites,Spathian,0,3,3,2,2,2,3,0.3841669999999979,0.2531280000000038,0
Ussurites,Spathian,1,70,65,8,12,5,70,90.46083,278.995003,1
Ussurites,Aegean,1,70,65,8,12,5,70,90.46083,278.995003,1
Ussurites,Bithynian,0,70,65,8,12,5,70,90.46083,278.995003,1
Ussurites,Illyrian,1,70,65,8,12,5,70,90.46083,278.995003,1
Vacunella,Changhsingian,0,9,9,2,4,1,9,92.32819799999999,156.532096,0
Vavilovites,Dienerian,0,45,40,5,10,1,45,52.812332,271.525002,0
Vediproductus,Changhsingian,0,3,3,1,1,1,3,0.0,0.0,0
Vercherites,Smithian,0,18,18,4,5,1,18,11.359556000000001,245.057998,0
Vermicularia,Pelsonian,0,2,2,1,1,1,2,0.0,0.0,0
Vernelia,Griesbachian,0,7,7,3,3,3,7,13.428335,217.445,1
Vernelia,Smithian,0,7,7,3,3,3,7,13.428335,217.445,1
Vernelia,Pelsonian,0,7,7,3,3,3,7,13.428335,217.445,1
Verneuilnodon,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Veteranella,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Vetigastropoda,Bithynian,0,2,2,1,1,1,2,0.0,0.0,0
Vex,Smithian,1,8,8,4,2,2,8,3.4611090000000004,2.816390999999996,0
Vex,Spathian,0,8,8,4,2,2,8,3.4611090000000004,2.816390999999996,0
Vickohlerites,Spathian,0,3,3,2,0,1,3,48.217779,97.640278,0
Viezzenella,Illyrian,0,1,1,1,1,1,1,0.0,0.0,0
Vishnuites,Griesbachian,1,47,37,8,9,2,47,54.389999,218.377701,0
Vishnuites,Dienerian,0,47,37,8,9,2,47,54.389999,218.377701,0
Vistilia,Pelsonian,1,6,6,4,3,3,6,21.086,95.012698,0
Vistilia,Illyrian,1,6,6,4,3,3,6,21.086,95.012698,0
Volirhynchia,Pelsonian,1,59,51,4,7,3,59,4.259998000000003,17.425000999999998,0
Volirhynchia,Illyrian,1,59,51,4,7,3,59,4.259998000000003,17.425000999999998,0
Volsellina,Changhsingian,0,20,20,1,1,1,20,0.11410200000000259,0.26979999999999826,0
Voluceropecten,Changhsingian,0,4,4,1,2,1,4,0.6599999999999966,18.580002000000007,0
Vorobyevites,Bithynian,0,1,1,1,1,1,1,0.0,0.0,0
Waagenella,Changhsingian,0,20,17,3,1,1,20,0.4766650000000041,1.0499949999999956,0
Waagenites,Changhsingian,1,11,10,1,5,2,11,6.4516680000000015,47.783333,0
Waagenites,Griesbachian,0,11,10,1,5,2,11,6.4516680000000015,47.783333,0
Waagenoconcha,Changhsingian,0,23,21,4,5,1,23,89.852577,127.22239599999999,0
Wadispirifer,Changhsingian,0,4,4,2,1,1,4,0.7860009999999988,2.8239970000000056,0
Wailiceras,Smithian,0,8,8,2,2,1,8,14.759999999999998,220.520004,0
Wairakiella,Changhsingian,0,7,7,3,2,1,7,0.303958999999999,1.9932100000000048,0
Wairakispirifer,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Waldheimia,Pelsonian,1,10,10,1,3,3,10,3.504717999999997,8.062778999999999,0
Waldheimia,Illyrian,1,10,10,1,3,3,10,3.504717999999997,8.062778999999999,0
Wangrenoceras,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Wannerispira,Changhsingian,1,24,24,2,4,2,24,10.883333,49.023399999999995,0
Wannerispira,Griesbachian,0,24,24,2,4,2,24,10.883333,49.023399999999995,0
Warthia,Changhsingian,1,75,75,11,17,4,75,123.95361399999999,192.249996,0
Warthia,Griesbachian,1,75,75,11,17,4,75,123.95361399999999,192.249996,0
Warthia,Dienerian,1,75,75,11,17,4,75,123.95361399999999,192.249996,0
Warthia,Smithian,0,75,75,11,17,4,75,123.95361399999999,192.249996,0
Wasatchites,Smithian,1,78,55,11,17,3,78,90.307499,270.375,0
Wasatchites,Spathian,0,78,55,11,17,3,78,90.307499,270.375,0
Weitschaticeras,Smithian,0,1,1,1,0,1,1,0.0,0.0,0
Wellerella,Changhsingian,0,9,9,3,4,1,9,14.499997999999998,85.762002,0
Wellerellidae,Griesbachian,0,2,1,1,1,1,2,0.0,0.0,0
Wellerellina,Changhsingian,0,10,8,2,2,1,10,3.772202,6.41819799999999,0
Werfenella,Griesbachian,0,19,19,7,4,2,19,2.180610999999999,9.277,0
Werfenella,Spathian,0,19,19,7,4,2,19,2.180610999999999,9.277,0
Whitspakia,Changhsingian,0,11,11,3,4,1,11,10.551108999999997,65.33055099999999,0
Wilkingia,Changhsingian,0,17,17,4,6,1,17,8.949998999999998,221.437164,0
Woehrmannia,Pelsonian,0,1,1,1,1,1,1,0.0,0.0,0
Wordieoceras,Griesbachian,0,97,79,4,6,1,97,45.996666,253.458999,0
Worthenia,Changhsingian,1,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Griesbachian,0,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Smithian,1,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Spathian,0,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Bithynian,1,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Pelsonian,1,74,62,12,18,8,74,52.273998,247.543953,1
Worthenia,Illyrian,1,74,62,12,18,8,74,52.273998,247.543953,1
Wortheniella,Smithian,1,98,28,6,4,5,98,24.586668000000003,217.37139100000002,0
Wortheniella,Spathian,0,98,28,6,4,5,98,24.586668000000003,217.37139100000002,0
Wortheniella,Pelsonian,1,98,28,6,4,5,98,24.586668000000003,217.37139100000002,0
Wortheniella,Illyrian,1,98,28,6,4,5,98,24.586668000000003,217.37139100000002,0
Wortheniopsis,Spathian,0,12,12,4,2,3,12,11.065598000000001,79.03419699999999,1
Wortheniopsis,Bithynian,0,12,12,4,2,3,12,11.065598000000001,79.03419699999999,1
Wortheniopsis,Illyrian,0,12,12,4,2,3,12,11.065598000000001,79.03419699999999,1
Wyndhamia,Changhsingian,0,3,3,1,2,1,3,0.75,22.649993999999992,0
Wyomingites,Dienerian,1,37,31,8,7,2,37,41.516669,283.28195200000005,0
Wyomingites,Smithian,0,37,31,8,7,2,37,41.516669,283.28195200000005,0
Xenoceltites,Smithian,1,116,99,12,17,2,116,58.833004,291.20694000000003,0
Xenoceltites,Spathian,0,116,99,12,17,2,116,58.833004,291.20694000000003,0
Xenoceltitidae,Smithian,0,4,4,4,3,1,4,15.645000999999997,219.33999599999999,0
Xenodiscidae,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Xenodiscoides,Dienerian,1,32,21,4,11,2,32,33.872223,242.595002,0
Xenodiscoides,Smithian,0,32,21,4,11,2,32,33.872223,242.595002,0
Xenodiscus,Changhsingian,1,62,54,8,15,4,62,54.116108,246.476196,1
Xenodiscus,Griesbachian,0,62,54,8,15,4,62,54.116108,246.476196,1
Xenodiscus,Smithian,1,62,54,8,15,4,62,54.116108,246.476196,1
Xenodiscus,Spathian,0,62,54,8,15,4,62,54.116108,246.476196,1
Xiaoqiaoceras,Smithian,0,6,6,2,2,1,6,14.833999999999996,220.583999,0
Xinanopecten,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Yaonoiella,Changhsingian,0,3,3,1,1,1,3,0.0,0.0,0
Yunnania,Changhsingian,0,1,1,1,0,1,1,0.0,0.0,0
Yvesgalleticeras,Spathian,0,21,21,4,3,1,21,21.886299,243.43129699999997,0
Zenoites,Spathian,0,4,2,2,1,1,4,42.475003,115.299999,0
Zhongliangshania,Changhsingian,0,1,1,1,1,1,1,0.0,0.0,0
Ziyunites,Spathian,1,4,4,2,1,2,4,19.318502999999996,79.99700299999999,0
Ziyunites,Aegean,0,4,4,2,1,2,4,19.318502999999996,79.99700299999999,0
Zygites,Pelsonian,0,5,4,3,2,2,5,7.570002000000002,2.190002000000007,1
Zygopleura,Griesbachian,0,32,25,4,7,5,32,26.166666,217.937004,1
Zygopleura,Smithian,0,32,25,4,7,5,32,26.166666,217.937004,1
Zygopleura,Aegean,0,32,25,4,7,5,32,26.166666,217.937004,1
Zygopleura,Pelsonian,0,32,25,4,7,5,32,26.166666,217.937004,1
Zygopleuridae,Dienerian,0,1,1,1,1,1,1,0.0,0.0,0
