genus,Changhsingian,Griesbachian,Dienerian,Smithian,Spathian,Aegean,Bithynian,Pelsonian,Illyrian,Anisian
Triassocirrus,0,0,0,0,0,0,1,1,0,1
Trigonia,0,0,0,0,0,0,0,0,0,1
Trigoniacea,0,0,0,0,1,0,0,0,0,0
Trigonioidea,0,0,0,0,1,0,0,0,0,0
Trigonirhynchella,0,0,0,0,0,0,0,1,1,0
Trigonodidae,0,1,0,0,0,0,0,0,0,0
Trigonodus,0,0,0,1,1,0,0,1,0,1
Trigonogastrites,1,0,0,0,0,0,0,0,0,0
Trigonotreta,1,0,0,0,0,0,0,0,0,0
Trigonucula,0,0,0,1,0,0,0,0,0,0
Triseptothyris,0,0,0,0,0,0,0,0,0,1
Trochidae,0,0,0,0,0,0,0,1,0,0
Trochotoma,0,0,0,1,0,0,0,0,0,1
Trochus,0,0,0,0,0,0,0,1,0,1
Tropidelasma,1,0,0,0,0,0,0,0,0,0
Tropidodiscus,1,0,0,0,0,0,0,0,0,0
Tropigastrites,0,0,0,0,0,1,1,0,1,1
Tropigymnites,0,0,0,0,0,0,0,1,1,1
Truempyceras,0,0,0,1,0,0,0,0,0,0
Trypanostylus,0,0,0,0,0,0,0,1,0,1
Tschernyschewia,1,0,0,0,0,0,0,0,0,0
Tsvetkovites,0,0,0,0,0,0,0,0,0,1
Tuaroceras,0,0,0,0,0,0,0,0,0,1
Tulongites,0,0,0,1,0,0,0,0,0,0
Tulungospirifer,0,0,0,0,0,1,1,1,0,1
Tunethyris,0,0,0,0,0,0,0,0,1,0
Tunglanites,0,0,0,0,1,0,0,0,0,0
Turbinidae,0,0,0,0,0,0,1,1,0,0
Turbonilla,0,0,0,0,0,0,0,0,0,1
Tyloplecta,1,0,0,0,0,0,0,0,0,0
Tylotrochus,0,0,0,0,0,0,0,0,0,1
Tyrsoecus,0,0,0,0,0,0,0,1,0,0
Umbrostrea,0,0,0,0,0,0,1,1,1,1
Uncinunellina,1,1,0,0,0,0,0,0,0,0
Undularia,0,0,0,0,0,1,0,1,0,1
Unicardium,0,0,0,1,1,0,1,1,0,1
Unio,0,0,0,0,0,0,0,1,0,1
Unionidae,0,0,0,0,0,0,0,0,0,1
Unionites,1,1,1,1,1,1,0,1,1,1
Unionvillites,0,0,0,0,0,0,1,0,0,1
Uniplicatorhynchia,0,0,0,0,1,1,0,0,0,0
Urdyceras,0,0,0,1,0,0,0,0,0,0
Urushtenia,1,0,0,0,0,0,0,0,0,0
Urushtenoidea,1,0,0,0,0,0,0,0,0,0
Ussuria,0,0,0,1,0,0,0,0,0,0
Ussuriaspenites,0,0,0,1,0,0,0,0,0,0
Ussuridiscus,0,1,1,1,0,0,0,0,0,0
Ussuriflemingites,0,0,1,1,0,0,0,0,0,0
Ussuriidae,0,0,0,1,0,0,0,0,0,0
Ussurijuvenites,0,0,0,1,0,0,0,0,0,0
Ussuriphyllites,0,0,0,0,1,0,0,0,0,1
Ussurites,0,0,0,0,1,1,1,0,1,1
Ussuritidae,0,0,0,0,0,0,0,0,0,1
Vacunella,1,0,0,0,0,0,0,0,0,0
Vavilovites,0,0,1,0,0,0,0,0,0,0
Vediproductus,1,0,0,0,0,0,0,0,0,0
Veldidenella,0,0,0,0,0,0,0,0,0,1
Ventricaria,0,0,0,0,0,0,0,0,0,1
Vercherites,0,0,0,1,0,0,0,0,0,0
Vermicularia,0,0,0,0,0,0,0,1,0,0
Vernelia,0,1,0,1,0,0,0,1,0,0
Verneuilnodon,1,0,0,0,0,0,0,0,0,0
Veteranella,1,0,0,0,0,0,0,0,0,0
Vetigastropoda,0,0,0,0,0,0,1,0,0,0
Vex,0,0,0,1,1,0,0,0,0,0
Vickohlerites,0,0,0,0,1,0,0,0,0,0
Viezzenella,0,0,0,0,0,0,0,0,1,0
Vishnuites,0,1,1,0,0,0,0,0,0,0
Vistilia,0,0,0,0,0,0,0,1,1,1
Volirhynchia,0,0,0,0,0,0,0,1,1,1
Volsellina,1,0,0,0,0,0,0,0,0,0
Voluceropecten,1,0,0,0,0,0,0,0,0,0
Vorobyevites,0,0,0,0,0,0,1,0,0,0
Waagenella,1,0,0,0,0,0,0,0,0,0
Waagenites,1,1,0,0,0,0,0,0,0,0
Waagenoconcha,1,0,0,0,0,0,0,0,0,0
Wadispirifer,1,0,0,0,0,0,0,0,0,0
Waijiaoella,0,0,0,0,0,0,0,0,0,1
Wailiceras,0,0,0,1,0,0,0,0,0,0
Wairakiella,1,0,0,0,0,0,0,0,0,0
Wairakirhynchia,0,0,0,0,0,0,0,0,0,1
Wairakispirifer,1,0,0,0,0,0,0,0,0,0
Waldheimia,0,0,0,0,0,0,0,1,1,1
Wallerobia,0,0,0,0,0,0,0,0,0,1
Wangrenoceras,1,0,0,0,0,0,0,0,0,0
Wannerispira,1,1,0,0,0,0,0,0,0,0
Warthia,1,1,1,1,0,0,0,0,0,0
Wasatchites,0,0,0,1,1,0,0,0,0,1
Weitschaticeras,0,0,0,1,0,0,0,0,0,0
Wellerella,1,0,0,0,0,0,0,0,0,0
Wellerellidae,0,1,0,0,0,0,0,0,0,0
Wellerellina,1,0,0,0,0,0,0,0,0,0
Werfenella,0,1,0,0,1,0,0,0,0,0
Whitspakia,1,0,0,0,0,0,0,0,0,0
Wilkingia,1,0,0,0,0,0,0,0,0,0
Woehrmannia,0,0,0,0,0,0,0,1,0,0
Wordieoceras,0,1,0,0,0,0,0,0,0,0
Worthenia,1,1,0,1,1,0,1,1,1,1
Wortheniella,0,0,0,1,1,0,0,1,1,1
Wortheniopsis,0,0,0,0,1,0,1,0,1,0
Wyndhamia,1,0,0,0,0,0,0,0,0,0
Wyomingites,0,0,1,1,0,0,0,0,0,0
Xenoceltites,0,0,0,1,1,0,0,0,0,0
Xenoceltitidae,0,0,0,1,0,0,0,0,0,0
Xenodiscidae,1,0,0,0,0,0,0,0,0,0
Xenodiscoides,0,0,1,1,0,0,0,0,0,0
Xenodiscus,1,1,0,1,1,0,0,0,0,0
Xiaoqiaoceras,0,0,0,1,0,0,0,0,0,0
Xinanopecten,1,0,0,0,0,0,0,0,0,0
Yangkongia,0,0,0,0,0,0,0,0,0,1
Yaonoiella,1,0,0,0,0,0,0,0,0,0
Yunnania,1,0,0,0,0,0,0,0,0,0
Yvesgalleticeras,0,0,0,0,1,0,0,0,0,0
Zeilleria,0,0,0,0,0,0,0,0,0,1
Zenoites,0,0,0,0,1,0,0,0,0,0
Zhifangia,0,0,0,0,0,0,0,0,0,1
Zhongliangshania,1,0,0,0,0,0,0,0,0,0
Ziyunites,0,0,0,0,1,1,0,0,0,0
Zygites,0,0,0,0,0,0,0,1,0,1
Zygopleura,0,1,0,1,0,1,0,1,0,1
Zygopleuridae,0,0,1,0,0,0,0,0,0,0
